chr	rs	ps	n_miss	b	beta	gamma
2	rs113096188	240302786	3	5.405025e-05	4.030349e-06	1
2	chr2:240303093:I	240303093	0	-2.312734e-04	-1.256264e-05	1
2	rs925736	240303312	16	6.210089e-04	4.577909e-06	1
2	rs73104802	240303402	4	-2.211894e-05	-6.789258e-07	1
2	rs137911299	240304026	1	-3.244046e-05	-2.014685e-06	1
2	rs55641373	240304104	9	-6.881216e-04	-4.761183e-06	1
2	chr2:240304413:D	240304413	1	1.524625e-03	2.236496e-05	1
2	rs61022280	240304848	1	1.576272e-03	2.371107e-05	1
2	rs4852062	240304863	6	-3.693962e-05	-4.497722e-07	1
2	rs72993777	240305406	6	5.637637e-04	1.106231e-05	1
2	rs13405734	240305764	1	1.412917e-03	1.974946e-05	1
2	rs150379047	240305772	1	2.817097e-04	2.502347e-05	1
2	chr2:240305983:D	240305983	2	-1.087889e-04	-7.738301e-06	1
2	rs908261	240306067	10	-3.960715e-04	-2.694955e-06	1
2	rs908260	240306275	11	2.611544e-04	3.937108e-06	1
2	rs35514273	240306704	1	-2.821863e-04	-1.228755e-05	1
2	rs115159205	240307517	12	-4.190072e-04	-6.841797e-06	1
2	rs73106709	240307577	1	-3.571118e-04	-1.390423e-05	1
2	rs7588545	240307760	1	1.047200e-03	1.203742e-05	1
2	rs908259	240307801	2	-4.731740e-04	-4.696359e-06	1
2	rs74003976	240308015	1	-3.028063e-04	-1.176561e-05	1
2	rs11686355	240308471	8	-1.547672e-04	-4.626881e-06	1
2	rs188135603	240308818	2	1.229215e-04	6.894401e-06	1
2	rs908258	240309087	10	-5.250674e-04	-3.596715e-06	1
2	rs190761722	240309122	4	-6.020981e-05	-4.255925e-06	1
2	rs11124196	240309425	6	9.666850e-04	7.092151e-06	1
2	rs12617218	240309782	11	-7.517542e-04	-5.252974e-06	1
2	rs2411845	240310830	0	1.550908e-03	2.312953e-05	1
2	rs116344477	240311037	1	4.846493e-04	3.766820e-05	1
2	rs1108519	240311883	11	-1.063963e-03	-7.811190e-06	1
2	rs73106715	240311961	1	-3.883318e-04	-1.382211e-05	1
2	rs4852063	240312742	2	-4.156144e-04	-4.115007e-06	1
2	rs908257	240313104	2	-3.942279e-04	-3.869696e-06	1
2	rs908256	240313536	3	-6.846396e-04	-6.836397e-06	1
2	rs908255	240313538	7	-1.073167e-03	-1.048373e-05	1
2	rs73106721	240314655	1	-6.152611e-04	-3.099166e-05	1
2	rs870790	240316006	11	-5.875530e-04	-4.387526e-06	1
2	rs55900985	240317260	11	4.179271e-04	5.911527e-06	1
2	rs860936	240317878	8	-4.686705e-04	-3.309976e-06	1
2	chr2:240318649:D	240318649	1	-5.883114e-04	-2.724051e-05	1
2	rs843462	240318755	0	1.589784e-03	2.576129e-05	1
2	rs843461	240319090	5	-1.076680e-05	-8.239220e-08	1
2	rs78316053	240319710	4	6.630739e-04	1.418205e-05	1
2	chr2:240319778:I	240319778	4	-5.607155e-04	-3.141530e-05	1
2	rs7608582	240319874	4	-3.616244e-04	-1.160267e-05	1
2	rs72993796	240321051	5	1.771026e-04	3.225192e-06	1
2	rs150578337	240321521	1	-1.684998e-04	-1.055219e-05	1
2	rs2931206	240321832	11	-1.222541e-03	-9.910936e-06	1
2	rs182843931	240322388	16	-4.506005e-04	-1.138897e-05	1
2	rs1709852	240323275	8	-8.105240e-04	-6.032799e-06	1
2	rs1709851	240323661	5	-1.474740e-04	-1.126584e-06	1
2	chr2:240323905:I	240323905	8	-7.534591e-04	-5.272821e-06	1
2	rs114089109	240323977	3	6.515127e-05	5.146727e-06	1
2	rs72993800	240324269	6	6.469887e-04	4.124430e-05	1
2	rs2931203	240324316	4	1.230430e-03	1.312460e-05	1
2	rs908267	240325093	8	-6.983316e-04	-4.852635e-06	1
2	rs1810293	240325141	8	-7.436777e-04	-5.217342e-06	1
