chr	rs	ps	n_miss	b	beta	gamma
7	rs12538487	39075380	0	6.745663e-04	6.909631e-06	1
7	rs79141493	39075540	0	1.374917e-03	2.703277e-04	1
7	rs11768329	39076064	0	2.494849e-03	5.369356e-05	1
7	chr7:39076267:I	39076267	1	4.277300e-04	5.424214e-06	1
7	rs6952464	39076327	0	5.428543e-04	5.510990e-06	1
7	rs12701690	39076737	0	1.330030e-04	1.686368e-06	1
7	chr7:39077100:D	39077100	1	2.797183e-03	7.112539e-05	1
7	rs10248136	39077397	0	-1.154206e-03	-1.086253e-05	1
7	rs10277485	39077426	0	-1.743617e-03	-4.269275e-05	1
7	rs10230554	39078569	0	-2.768373e-03	-7.992732e-04	1
7	rs62442163	39079206	0	2.487249e-03	5.328819e-05	1
7	rs62442164	39079455	0	2.579722e-03	3.255248e-05	1
7	rs2140910	39079473	0	-1.391028e-03	-3.264099e-05	1
7	rs73697925	39079479	0	-2.768373e-03	-7.992649e-04	1
7	rs113681499	39079735	10	3.268084e-03	6.259633e-05	1
7	chr7:39079757:I	39079757	2	2.346578e-03	4.947561e-05	1
7	rs74677739	39080448	1	2.945472e-03	5.302415e-04	1
7	rs11763617	39080470	0	2.552838e-03	5.614418e-05	1
7	rs78786553	39080673	1	1.794248e-03	1.566372e-04	1
7	rs2177797	39080695	0	2.552838e-03	5.614417e-05	1
7	rs9691458	39081410	0	-1.499536e-04	-1.911252e-06	1
7	rs1405987	39081494	0	-2.357941e-03	-7.228749e-05	1
7	rs12671046	39081866	1	-8.454611e-04	-9.691736e-06	1
7	rs62442179	39082151	0	2.552838e-03	5.614415e-05	1
7	rs1000869	39082227	1	-8.454611e-04	-9.691735e-06	1
7	chr7:39082438:D	39082438	1	3.013784e-03	5.995508e-04	1
7	rs10085866	39082472	0	-2.772797e-03	-8.126728e-04	1
7	rs73120480	39082666	0	2.535785e-03	5.538557e-05	1
7	rs1527949	39083478	0	3.971781e-04	5.055017e-06	1
7	rs12670003	39083653	1	-8.433173e-04	-9.648134e-06	1
7	rs10085668	39084464	0	-2.798691e-03	-8.765555e-04	1
7	rs79359126	39085514	1	1.681580e-03	1.325317e-04	1
7	rs11972294	39085743	1	-8.251779e-04	-9.419501e-06	1
7	rs1358422	39086185	2	-1.806084e-04	-2.317458e-06	1
7	rs11973171	39086521	1	-7.711965e-04	-8.782621e-06	1
7	rs78589061	39086849	0	1.257368e-03	1.903413e-04	1
7	rs10085472	39086869	1	2.285450e-03	3.313021e-05	1
7	rs112039625	39087362	2	2.959575e-04	2.395203e-05	1
7	rs76804164	39087652	1	1.661995e-03	1.292748e-04	1
7	rs117232288	39088216	1	1.689348e-03	1.340982e-04	1
7	rs10249708	39088332	0	-2.712412e-03	-7.003834e-04	1
7	rs73120483	39088771	1	3.748094e-03	2.107266e-04	1
7	rs1527953	39089273	0	9.628096e-05	1.172295e-06	1
7	rs12538569	39089356	1	3.216254e-03	8.508600e-04	1
7	rs12701691	39090177	1	-2.863362e-03	-6.230777e-05	1
7	rs7802955	39090287	0	1.063714e-03	1.102146e-04	1
7	rs9987012	39090684	0	9.271114e-04	1.160438e-05	1
7	rs12531458	39090698	1	-2.175291e-03	-2.659325e-05	1
7	chr7:39090758:D	39090758	1	-2.175291e-03	-2.659324e-05	1
7	chr7:39090763:D	39090763	18	-3.591729e-03	-2.088990e-04	1
7	rs10951590	39091043	1	-5.228488e-03	-4.786701e-04	1
7	rs12540036	39091288	0	4.122286e-04	5.249350e-06	1
7	rs62442180	39091536	0	1.443413e-03	3.608607e-05	1
7	rs1525797	39092262	0	3.121608e-03	5.973135e-05	1
7	rs73120491	39093412	0	1.637292e-03	4.412533e-05	1
7	rs6948756	39093439	0	9.793978e-04	1.092306e-04	1
7	rs6462888	39093564	0	4.050187e-03	2.520856e-04	1
7	rs6462889	39093780	0	4.976535e-03	2.287337e-04	1
7	rs6462890	39093791	0	4.932014e-03	2.182965e-04	1
7	rs12539432	39093926	0	1.898556e-04	2.370075e-06	1
7	rs7786896	39093928	0	3.733729e-03	7.820305e-05	1
7	rs12531789	39093955	0	-2.914957e-04	-3.566598e-06	1
7	rs12667577	39095133	0	-2.445864e-03	-4.885314e-05	1
