Filename Beta Pval_logistic
ENSG00000000457_SCYL3_chr1 -0.801210129440272 0.0364873210383758
ENSG00000000971_CFH_chr1 0.730087723951912 0.041910507376344
ENSG00000001084_GCLC_chr6 1.23010225600728 0.0289416355278295
ENSG00000001167_NFYA_chr6 1.76704459631597 9.02771220945265e-05
ENSG00000002016_RAD52_chr12 -0.691528652287928 0.0421118983563323
ENSG00000004534_RBM6_chr3 0.652593376104128 0.00634548189631288
ENSG00000005001_PRSS22_chr16 -0.594005612152485 0.0447366928427604
ENSG00000005243_COPZ2_chr17 -1.14212736701789 0.0007607657624332
ENSG00000005249_PRKAR2B_chr7 0.598671711602181 0.00407596107137219
ENSG00000005448_WDR54_chr2 -0.995055811665859 0.0480033691369757
ENSG00000005486_RHBDD2_chr7 1.74892029704637 0.0252317744733239
ENSG00000007038_PRSS21_chr16 -0.500754372417528 0.0170393169574229
ENSG00000007171_NOS2_chr17 0.212040759201272 0.0372153719987285
ENSG00000007216_SLC13A2_chr17 -0.285720608216344 0.0274617725516757
ENSG00000007402_CACNA2D2_chr3 -0.611862972017768 0.0271692454487296
ENSG00000008256_CYTH3_chr7 1.13668355844219 0.0120806133847659
ENSG00000008517_IL32_chr16 0.414529903362564 0.0210774274394683
ENSG00000010539_ZNF200_chr16 -0.534602827501616 0.0320777323038613
ENSG00000010610_CD4_chr12 0.875822362326761 0.0140310658752142
ENSG00000011260_UTP18_chr17 1.1082525504235 0.038563968447863
ENSG00000011275_RNF216_chr7 -1.31479793171004 0.00778118828386931
ENSG00000011465_DCN_chr12 1.01767945973053 0.0159001396293472
ENSG00000013573_DDX11_chr12 -0.100372136991216 0.00749376882404145
ENSG00000014919_COX15_chr10 -1.32561009161814 0.000125684323246275
ENSG00000016402_IL20RA_chr6 0.847844058040808 0.0328645695367832
ENSG00000019995_ZRANB1_chr10 0.984914218766132 0.0052493454443197
ENSG00000020577_SAMD4A_chr14 -1.0625903505326 0.017190813178108
ENSG00000023608_SNAPC1_chr14 -1.47420086209229 0.00919136382848657
ENSG00000028203_VEZT_chr12 -0.341368673696973 0.0360609935921409
ENSG00000029534_ANK1_chr8 0.906601860247413 0.013303791711403
ENSG00000030110_BAK1_chr6 -0.528955758079683 0.0081496644457097
ENSG00000031003_FAM13B_chr5 0.806622944777335 0.0399588751354938
ENSG00000033100_CHPF2_chr7 -0.735776361851094 0.048066541347372
ENSG00000034053_APBA2_chr15 0.518902321821423 0.00483093295572827
ENSG00000036257_CUL3_chr2 -0.838578251138817 0.01652894638627
ENSG00000044524_EPHA3_chr3 0.917788571016076 0.0452441044021149
ENSG00000047365_ARAP2_chr4 2.28142144621794 0.0010455408142015
ENSG00000047578_KIAA0556_chr16 0.66476103341617 0.0139954101314415
ENSG00000048471_SNX29_chr16 -1.09233398749575 0.00876619392560646
ENSG00000049449_RCN1_chr11 -0.935485875500284 0.0314339192080904
ENSG00000049541_RFC2_chr7 0.587606960963006 0.0478881253759126
ENSG00000053501_USE1_chr19 1.18818394110904 0.0442032793795103
