Filename Beta Pval_logistic
ILMN_1651385_MFN2_chr1 0.0465144151636401 0.0349332951236565
ILMN_1651705_CAT_chr11 0.0524775547054697 0.00978764237357898
ILMN_1651819_GALNT11_chr7 -0.0648786381242855 0.0316245830224256
ILMN_1653712_UAP1L1_chr9 0.167665895074695 0.0274898803109228
ILMN_1654541_ATP6V1G2_chr6 -0.212659044426581 0.0401310538528539
ILMN_1661589_CD151_chr11 0.0358814508244381 0.0111613824563941
ILMN_1664525_P2RY13_chr3 0.0572006996396925 0.0294098719761412
ILMN_1665217_C3ORF34_chr3 -0.0702846744529626 0.0310500570018062
ILMN_1666078_HLA-H_chr6 0.368647271886572 5.14436788710515e-05
ILMN_1674551_SMAD5_chr5 0.034122401375008 0.0114510943448777
ILMN_1674574_VNN1_chr6 -0.0210348975313078 0.0451632546399925
ILMN_1675483_ANKMY1_chr2 0.0558111659476176 0.0183270649984183
ILMN_1676528_BTN3A2_chr6 0.0324772474096353 0.00988542028059966
ILMN_1677385_C8ORF40_chr8 0.0570914850927876 0.0257513242257786
ILMN_1680692_NUCKS1_chr1 -0.0514905701935272 0.0399261904009023
ILMN_1681124_C19ORF48_chr19 -0.10169491815774 0.0233601919469779
ILMN_1682928_CPVL_chr7 -0.0601692740654445 0.00814761166538829
ILMN_1683178_JAK2_chr9 0.0686699868630004 0.000677971357379886
ILMN_1683811_TNPO3_chr7 -0.0639780742318008 0.0109706502500646
ILMN_1684346_TNFAIP8L1_chr19 0.0528293702649794 0.031719052101585
ILMN_1684391_PLOD1_chr1 0.0612265288730372 0.00100175941083917
ILMN_1685170_ANXA11_chr10 0.0457300124542054 0.0372898744888033
ILMN_1687571_LOC728734_chr16 0.00885142704563374 0.0302935634835759
ILMN_1692486_ZNRD1_chr6 3.05482034900246 5.83265077045596e-06
ILMN_1694106_GPD1L_chr3 -0.0594199276316471 0.0401609405378152
ILMN_1694966_ASGR2_chr17 -0.0726996331449503 0.0119900521924877
ILMN_1695386_RAD51C_chr17 -0.0536043375992062 0.0133815134141246
ILMN_1698367_CD84_chr1 -0.0572731401943889 0.0262866930774166
ILMN_1699357_SLC22A5_chr5 -0.0948712878920743 8.56511213339658e-05
ILMN_1699772_RRAGD_chr6 -0.016693034538089 0.0172129555160973
ILMN_1699856_RALGDS_chr9 0.0587247365548723 0.0165524705970218
ILMN_1700307_FLJ38969_chr7 0.0760883314206666 0.00303696452967077
ILMN_1702487_SGK_chr6 0.053609762026589 0.0191864518157241
ILMN_1706246_CCT5_chr5 -0.072812124673495 0.0287740772366962
ILMN_1708105_EZH2_chr7 0.103006153281158 0.00997841666382393
ILMN_1712532_CARD9_chr9 0.0935948625169819 0.000516655102526489
ILMN_1714461_RNF14_chr5 0.0671902162275077 0.00902329026536951
ILMN_1714756_YIPF5_chr5 0.0501718413412187 0.0438518417852008
ILMN_1718852_PLCL1_chr2 -0.0621505390632386 0.0194196569915094
ILMN_1721136_H6PD_chr1 0.0585181827144205 0.0201876590654785
ILMN_1721712_SYNGR1_chr22 0.0691160848000939 0.000812578946958317
ILMN_1722872_MYH9_chr22 -0.0815347641109485 0.000909859508080305
ILMN_1723944_TARP_chr7 -0.0427676469095759 0.0468546829880377
ILMN_1728009_TMEM171_chr5 0.0862512173637732 0.0484118389782103
ILMN_1728236_SLFN12_chr17 -0.0844489126258338 0.0397613576963599
ILMN_1734830_MTHFR_chr1 -0.0595326061406903 0.0126168290343305
ILMN_1736238_GNMT_chr6 0.11475013593757 0.00343768415818267
ILMN_1737252_NRG1_chr8 0.0522044921834959 0.0221960871274781
ILMN_1738027_BRCA1_chr17 -0.0378148566134407 0.0247218344639688
ILMN_1739156_DOPEY1_chr6 -0.0562055120305763 0.0082816405103864
ILMN_1739497_GTF2H5_chr6 0.0333288162784681 0.0422834021377449
ILMN_1750160_FASTKD3_chr5 -0.0615864393232965 0.0485053812574747
ILMN_1751228_C20ORF46_chr20 -0.134141443915271 0.0209969366297048
ILMN_1752249_FAM38A_chr16 0.0594428299233784 0.0188761551824629
ILMN_1753534_RPS18_chr6 -0.186364333881172 0.00439989476524052
ILMN_1756920_ADAM15_chr1 -0.0126093908415196 0.0197518839415632
ILMN_1760635_RAD51C_chr17 -0.0493595821370064 0.00282727703355388
ILMN_1763091_C14ORF43_chr14 0.0980870179917569 0.00283015950940635
ILMN_1765258_HLA-E_chr6 -1.87416802585654 0.000173587268793403
ILMN_1767135_SOS1_chr2 0.0816560435067021 0.0181213552608602
ILMN_1768867_AP3B1_chr5 -0.0497635150730307 0.0216316900644066
ILMN_1769013_ASGR1_chr17 -0.0720096939549502 0.0329905303892453
ILMN_1770765_MGC52282_chr16 -0.0247936253303717 0.00141513102048288
ILMN_1773407_C16ORF72_chr16 -0.0505299695818873 0.0458672471258472
ILMN_1774028_MTFR1_chr8 -0.0526636377132893 0.0422034475814341
ILMN_1774901_GDPD3_chr16 -0.0109422132266246 0.0405473048959629
ILMN_1778557_CDC2L5_chr7 0.0470079591152053 0.0251575616317037
ILMN_1780465_CLEC5A_chr7 0.05085665096088 0.0104686243505937
ILMN_1784269_AASDH_chr4 -0.085888197911049 0.00550699391111436
ILMN_1785060_TSPAN14_chr10 -0.0631129777621034 0.00747070113043282
ILMN_1794707_ATHL1_chr11 0.0208520845480479 0.0464390081880961
ILMN_1794740_CD151_chr11 0.177262455856811 0.00208736416824542
ILMN_1795275_USP53_chr4 0.053102824561274 0.0429570966166307
ILMN_1796288_COL5A3_chr19 -0.062911650840791 0.0202207184105883
ILMN_1798308_AHSA2_chr2 -0.0421320854030876 0.00388893111377653
ILMN_1800197_MRPL36_chr5 0.0661175486459273 0.0302261501104133
ILMN_1800897_NRD1_chr1 -0.021812340061671 0.0348942268402129
ILMN_1802380_RERE_chr1 -0.0181741591421818 0.0366724806609897
ILMN_1805990_BAK1_chr6 -0.152880256732041 3.17565451268258e-06
ILMN_1808769_C1ORF97_chr1 0.0434383374951618 0.0121182026848603
ILMN_1811957_CAMSAP1_chr9 0.157780974015729 0.00175232057557007
