Filename Beta Pval_logistic
ENSG00000001167.14_chr6 0.501683489061566 0.0197611934269374
ENSG00000004455.16_chr1 -0.370346889737438 0.035351399154353
ENSG00000004838.13_chr3 0.74937378106984 0.00621626959719217
ENSG00000005448.16_chr2 0.608537192814522 0.0293384505687228
ENSG00000007038.10_chr16 -0.353093527077109 0.0394104301134414
ENSG00000008324.11_chr3 0.226107289195283 0.0138781999424851
ENSG00000009844.15_chr6 -0.50105990469408 0.0427173955395531
ENSG00000010256.10_chr3 1.43961614916283 0.00860084443038648
ENSG00000010295.19_chr12 -0.826101783321088 0.0209991169295497
ENSG00000010319.6_chr3 -0.526817257016519 0.00806627027596591
ENSG00000010610.9_chr12 0.252520445077199 0.0125858278584342
ENSG00000010626.14_chr12 0.263989687138234 0.040351112853979
ENSG00000013573.16_chr12 -0.0616201686433578 0.00286862530182126
ENSG00000013810.18_chr4 0.10286081582127 0.033500964295612
ENSG00000015676.17_chr7 -0.363529941291792 0.0393730027717121
ENSG00000016402.13_chr6 -0.219976729039571 0.0229052812888359
ENSG00000016602.9_chr1 -1.06564976153425 0.00655509496151776
ENSG00000016864.18_chr3 0.741312999888186 0.00156525678546218
ENSG00000018510.13_chr2 0.273556663438764 0.018675466065816
ENSG00000019505.7_chr11 0.300549107514432 0.0404719765844835
ENSG00000020633.18_chr1 0.266781229775308 0.0313740456612037
ENSG00000021826.14_chr2 0.223895925559515 0.0161732374429138
ENSG00000033100.16_chr7 0.340058907377936 0.0357493765665814
ENSG00000034152.18_chr17 0.405764596060526 0.0256050742412164
ENSG00000037241.7_chr5 -0.465611818091743 0.0300261786069496
ENSG00000037757.13_chr19 -0.161777862336719 0.0445528233716763
ENSG00000047617.14_chr12 0.28501370629747 0.000444734418506052
ENSG00000047936.10_chr6 -0.269224485566479 0.0431329373311671
ENSG00000048540.14_chr12 -0.348668433063539 0.0498133462880506
ENSG00000049449.8_chr11 -0.584441654317642 0.00227709706705353
ENSG00000051341.13_chr3 0.575413447464283 0.0169429705077532
ENSG00000052126.14_chr12 -0.623630998647307 0.0196991787232035
ENSG00000053108.16_chr5 0.769852816374581 0.000468428566183246
