Filename Beta Pval_logistic
ENSG00000002822.15_chr7 0.322223527587005 0.020735456729476
ENSG00000004779.9_chr16 -0.778493603029128 0.00984510125306184
ENSG00000004846.16_chr7 -0.691363662167796 0.0276394408081813
ENSG00000005001.9_chr16 0.301616747646552 0.023195242075849
ENSG00000005513.9_chr16 -1.09921593139147 0.00303900971338722
ENSG00000005844.17_chr16 -0.552123122740697 0.0430908550362003
ENSG00000006071.12_chr11 0.21598873306054 0.0114751324760315
ENSG00000006831.9_chr12 -0.754110965221586 0.00572463298396127
ENSG00000007062.11_chr4 -0.380553779908445 0.0209520862178822
ENSG00000007372.21_chr11 0.547924110151361 0.0327932142159158
ENSG00000007376.7_chr16 0.41957042378551 0.0430489184673963
ENSG00000007541.16_chr16 0.660933063822559 0.00268698688050179
ENSG00000008256.15_chr7 0.474856827907765 0.0387807476804753
ENSG00000008277.14_chr7 -0.580305625618187 0.0473237549102761
ENSG00000008324.11_chr3 0.577647894628045 0.0119152144961621
ENSG00000008517.16_chr16 0.662054451435501 0.032185285501719
ENSG00000011021.21_chr1 -0.912324988404889 0.00144398256107766
ENSG00000014919.12_chr10 0.478412054045471 0.0091088974129417
ENSG00000020633.18_chr1 0.559016880722793 0.00662008995452554
ENSG00000021461.16_chr7 -0.545906468508703 0.026686554185609
ENSG00000021826.14_chr2 0.402392883597224 0.0397621685013743
ENSG00000023287.12_chr8 0.810370623870429 0.0313681874550778
ENSG00000025800.13_chr1 0.859964599243951 0.0478394929703996
ENSG00000027697.13_chr6 0.20159980223169 0.0336965947116052
ENSG00000029534.19_chr8 0.32372311290512 0.0281712611076894
ENSG00000029639.10_chr6 0.225104532759616 0.0498526576676652
ENSG00000030110.12_chr6 0.34133460702298 0.016628881499677
ENSG00000039319.16_chr5 -0.517207353652342 0.00662257276253161
ENSG00000039560.13_chr5 0.552156683483016 0.00313752868737563
ENSG00000040531.14_chr17 -0.513907770161039 0.0305960750769445
ENSG00000043143.20_chr5 -0.499397163350732 0.0119370799263726
ENSG00000048028.11_chr11 0.689718892596264 0.00278095827377799
ENSG00000048342.15_chr4 0.514742622686243 0.0189572529825852
ENSG00000048471.13_chr16 -0.776091800626182 0.0237668821982766
ENSG00000048991.16_chr2 -0.879263333651943 0.0037486480176275
ENSG00000050730.15_chr4 -0.49673625219899 0.0409694957685678
ENSG00000059691.11_chr4 -0.441436448324406 0.00337527094857357
ENSG00000060138.12_chr12 0.752608065095759 0.0110852909746525
ENSG00000060140.8_chr12 -0.414196309372333 0.0114590212874077
ENSG00000060982.14_chr12 0.423991947653933 0.026726412398876
ENSG00000062582.13_chr7 -0.392713197253942 0.049581405058688
ENSG00000064961.18_chr19 0.530559400500101 0.0249064028297742
ENSG00000065809.13_chr10 -0.778938703649601 0.00301787602186144
ENSG00000066032.18_chr2 0.398766788110347 0.0351905365328806
ENSG00000066379.14_chr6 0.369613627370635 0.000592229503970452
ENSG00000067066.16_chr2 0.362036941109983 0.0240591977262126
ENSG00000068654.15_chr2 -0.352911262323509 0.0160165733411839
ENSG00000070831.15_chr1 0.563804267339582 0.0200602456327462
ENSG00000071127.16_chr4 0.616001449409454 0.0382741591958879
ENSG00000071282.11_chr3 -0.571629918334443 0.0391779813361966
ENSG00000072682.18_chr5 0.389499972275664 0.0105319077553775
ENSG00000073578.16_chr5 -0.664142352026288 0.0499604349414386
ENSG00000073614.12_chr12 -0.48911308593603 0.0210260090840708
ENSG00000075539.13_chr4 0.677709537598245 0.00764303715573065
ENSG00000075711.20_chr3 0.328338216605647 0.0357953316697659
ENSG00000076003.4_chr2 -0.630683507387212 0.0238984774361899
ENSG00000076685.18_chr10 0.518584030268069 0.00164541975737364
ENSG00000078018.19_chr2 0.520297003323496 0.0231670277940792
ENSG00000078246.16_chr12 0.463607890717409 0.0389407401781651
ENSG00000079263.18_chr2 0.754451939181691 0.00755351805994711
ENSG00000079335.18_chr1 -0.434752853432038 0.030308642013523
ENSG00000079689.13_chr6 -0.42760619948834 0.011918712976197
ENSG00000079691.17_chr6 0.656737559860531 0.00729670351312138
ENSG00000080819.6_chr3 0.351627865478469 0.0246630950735818
ENSG00000081059.19_chr5 0.474002673098861 0.0255237994228414
ENSG00000081189.15_chr5 -0.450951994913516 0.046176416412737
ENSG00000082438.15_chr2 -0.508850562742416 0.00607916440830329
ENSG00000083845.8_chr19 0.323983940682148 0.02607227458091
ENSG00000084092.6_chr4 -0.707805869160745 0.0135496167475162
ENSG00000085274.15_chr3 -0.519198181558753 0.0448524350927682
ENSG00000085871.8_chr4 -0.793167866878398 0.0238039150932759
